target_class,orbital_period,planetary_radius,insolation_flux,equilibrium_temp,stellar_temp,stellar_radius,stellar_mass,distance,transit_duration,transit_depth,data_source
CONFIRMED,9.59993246,2.08,206.91,967.0,5865.0,1.272,1.088,,4.3206,271.2,kepler
CONFIRMED,2.0248205,1.01,1652.5,1625.0,5865.0,1.272,1.088,,2.55,63.3,kepler
CONFIRMED,24.7577652,2.44,40.74,644.0,6106.0,0.966,1.043,,6.998,458.7,kepler
CONFIRMED,12.7983174,2.88,160.33,908.0,5592.0,1.451,1.0,,6.401,336.6,kepler
CONFIRMED,10.13200555,1.67,25.66,574.0,4777.0,0.561,0.561,,3.1683,911.6,kepler
CONFIRMED,38.505224,2.45,18.98,532.0,5974.0,0.881,0.904,,5.941,695.2,kepler
CONFIRMED,4.6126736,1.6,663.8,1294.0,6140.0,1.277,1.094,,3.0643,133.2,kepler
CONFIRMED,8.67890312,2.56,158.43,905.0,5509.0,1.116,0.924,,3.5317,540.6,kepler
CONFIRMED,39.3135699,2.07,20.04,540.0,6060.0,0.925,1.008,,5.0137,500.1,kepler
CONFIRMED,60.0853848,2.4,13.07,485.0,6028.0,1.047,1.149,,7.007,432.2,kepler
CONFIRMED,43.0343364,2.5,13.01,484.0,5550.0,0.911,0.906,,6.571,541.6,kepler
CANDIDATE,46.2991052,4.33,29.04,592.0,5396.0,1.507,0.898,,5.2481,854.9,kepler
CONFIRMED,35.01190875,2.97,31.35,603.0,5872.0,1.153,1.041,,2.868,436.7,kepler
CONFIRMED,16.57099265,2.03,33.53,614.0,5483.0,0.779,0.865,,2.9052,644.9,kepler
CONFIRMED,1.954525966,2.38,1331.18,1540.0,5741.0,1.136,1.01,,2.0944,392.8,kepler
CONFIRMED,7.23400381,1.78,112.48,831.0,5411.0,0.85,0.879,,2.165,453.3,kepler
CONFIRMED,6.77408984,2.5,295.82,1058.0,6246.0,1.092,1.18,,2.6215,520.3,kepler
CONFIRMED,26.41044199,2.45,16.27,512.0,5448.0,0.734,0.815,,3.0715,991.1,kepler
CONFIRMED,8.27745764,2.46,331.35,1088.0,5129.0,1.781,0.887,,2.713,197.2,kepler
CONFIRMED,14.37504582,2.05,90.16,786.0,5931.0,1.053,1.023,,3.208,251.1,kepler
CANDIDATE,6.31219171,2.17,342.04,1096.0,6322.0,1.075,1.124,,4.9377,403.7,kepler
CONFIRMED,13.24503482,1.77,146.31,887.0,5636.0,1.39,0.988,,4.4078,156.1,kepler
CONFIRMED,3.85690686,0.93,210.44,972.0,5272.0,0.813,0.902,,2.0808,127.8,kepler
CONFIRMED,6.31943553,2.71,223.15,986.0,5670.0,1.022,0.949,,3.3422,581.1,kepler
CONFIRMED,12.20951755,2.61,92.68,791.0,5670.0,1.022,0.949,,4.1808,538.1,kepler
CONFIRMED,3.07644709,1.61,583.25,1253.0,5670.0,1.022,0.949,,2.6326,216.7,kepler
CONFIRMED,68.958447,1.11,6.17,402.0,5455.0,0.888,0.902,,3.128,123.3,kepler
CONFIRMED,63.0380366,2.59,11.1,465.0,5798.0,1.019,0.976,,7.3702,658.7,kepler
CONFIRMED,9.69315023,1.89,253.08,1017.0,5683.0,1.472,1.014,,5.6725,141.8,kepler
FALSE POSITIVE,8.48031229,2.58,193.86,952.0,5910.0,1.078,0.982,,7.105,351.1,kepler
CONFIRMED,56.1886436,2.56,15.13,503.0,5700.0,1.176,1.071,,6.5272,346.2,kepler
CONFIRMED,6.92101452,1.48,34.85,619.0,4461.0,0.585,0.571,,4.3591,529.7,kepler
CANDIDATE,17.50441726,3.56,108.78,824.0,5815.0,1.329,0.933,,4.2585,725.4,kepler
CONFIRMED,56.4349933,2.37,11.04,465.0,5534.0,1.001,0.88,,4.7381,580.0,kepler
CONFIRMED,33.7888028,2.71,33.01,611.0,6202.0,1.062,1.122,,5.496,649.2,kepler
CONFIRMED,3.215109385,1.54,421.21,1155.0,5541.0,0.934,0.942,,4.365,158.0,kepler
CONFIRMED,3.29276797,1.39,1068.95,1458.0,5683.0,1.472,1.014,,4.8069,80.7,kepler
CONFIRMED,13.72710334,2.38,241.58,1005.0,5951.0,1.693,1.086,,7.3419,199.2,kepler
CONFIRMED,9.34145925,1.56,403.44,1143.0,5951.0,1.693,1.086,,6.18,81.7,kepler
CONFIRMED,4.97760447,1.75,258.91,1023.0,5353.0,1.023,0.87,,2.5719,287.3,kepler
CONFIRMED,7.51854537,1.42,89.41,784.0,5064.0,0.864,0.811,,2.845,286.7,kepler
CONFIRMED,16.78175788,2.25,20.82,545.0,4925.0,0.742,0.778,,3.7386,908.0,kepler
CONFIRMED,10.55840479,1.41,94.94,796.0,5353.0,1.023,0.87,,3.366,194.2,kepler
CONFIRMED,6.98800953,1.39,164.86,914.0,5353.0,1.023,0.87,,3.103,193.2,kepler
CONFIRMED,49.1011093,3.28,14.57,498.0,5393.0,1.11,0.895,,6.341,845.6,kepler
CONFIRMED,7.05675145,1.68,483.95,1196.0,6388.0,1.402,1.259,,2.0261,130.0,kepler
CONFIRMED,34.8536903,2.4,17.62,522.0,5818.0,0.848,0.937,,5.333,767.7,kepler
CONFIRMED,2.41434868,0.97,195.08,953.0,4507.0,0.724,0.715,,1.2701,191.0,kepler
FALSE POSITIVE,2.466070972,24.3,595.8,1260.0,5708.0,0.884,0.963,,1.9559,704.5,kepler
CONFIRMED,4.30656389,1.95,453.2,1177.0,6108.0,1.03,1.132,,4.1107,257.0,kepler
CONFIRMED,14.5324483,3.11,46.06,664.0,5345.0,0.86,0.802,,3.13,1355.9,kepler
CONFIRMED,5.248667607,2.84,293.42,1056.0,5807.0,1.012,1.021,,1.917,601.2,kepler
CONFIRMED,7.96431492,2.44,99.42,805.0,5185.0,0.91,0.831,,1.5342,746.0,kepler
CANDIDATE,30.5231459,11.26,15.46,506.0,5518.0,0.79,0.885,,2.7286,2212.3,kepler
CANDIDATE,28.78270955,2.11,9.09,443.0,4774.0,0.745,0.77,,3.451,864.5,kepler
CONFIRMED,1.411230023,1.71,436.04,1164.0,4575.0,0.737,0.726,,1.4325,388.2,kepler
CONFIRMED,13.47472742,1.96,38.21,634.0,5395.0,0.734,0.821,,2.5995,729.6,kepler
CONFIRMED,2.29503515,1.18,681.51,1304.0,5637.0,0.909,0.914,,1.654,172.1,kepler
CONFIRMED,27.495634,2.11,28.66,590.0,5657.0,0.911,0.762,,4.858,483.3,kepler
CONFIRMED,14.08826442,2.66,64.97,724.0,5853.0,0.895,0.99,,4.1847,889.4,kepler
CANDIDATE,4.539297295,2.34,112.09,830.0,4914.0,0.724,0.783,,1.9455,798.1,kepler
CONFIRMED,6.94135824,2.96,139.05,876.0,5527.0,0.88,0.875,,1.8899,825.0,kepler
CONFIRMED,31.7821117,2.08,18.32,528.0,5527.0,0.88,0.875,,3.856,570.2,kepler
CONFIRMED,4.36273233,1.76,258.7,1023.0,5527.0,0.88,0.875,,2.2375,341.6,kepler
CONFIRMED,18.6848377,1.93,6.16,402.0,4156.0,0.545,0.559,,3.7965,1251.5,kepler
CONFIRMED,7.41634701,1.24,21.1,547.0,4156.0,0.545,0.559,,2.1362,505.5,kepler
CONFIRMED,9.91724268,2.85,157.41,903.0,5539.0,1.207,0.932,,3.2241,457.9,kepler
CONFIRMED,20.16037858,1.75,16.03,510.0,4975.0,0.724,0.818,,4.13,343.6,kepler
CONFIRMED,10.99470891,1.71,16.24,512.0,4302.0,0.586,0.573,,1.5929,884.7,kepler
FALSE POSITIVE,1.194812329,1.36,2521.46,1806.0,6198.0,0.97,1.024,,1.3777,189.5,kepler
CONFIRMED,10.84969477,2.67,49.3,676.0,5251.0,0.778,0.869,,3.474,1122.1,kepler
CONFIRMED,12.18420006,2.59,106.52,819.0,5771.0,1.068,0.984,,2.5014,499.3,kepler
CONFIRMED,3.76417012,1.7,160.99,908.0,5063.0,0.728,0.813,,2.0111,558.4,kepler
CONFIRMED,5.92972237,1.92,210.95,972.0,5741.0,0.956,1.035,,2.518,412.1,kepler
CONFIRMED,12.2476121,1.9,80.29,763.0,5741.0,0.956,1.035,,3.209,402.7,kepler
CONFIRMED,13.59051547,2.4,64.8,724.0,5442.0,0.974,0.887,,3.784,621.9,kepler
CONFIRMED,13.09390911,2.2,75.58,752.0,5772.0,0.956,1.022,,2.2805,398.7,kepler
CONFIRMED,4.915385452,1.46,279.43,1042.0,5772.0,0.956,1.022,,2.7757,225.5,kepler
CONFIRMED,9.76785911,2.54,74.48,749.0,5371.0,0.852,0.864,,2.1649,585.4,kepler
CONFIRMED,40.80957343,3.44,35.68,623.0,6183.0,1.3,1.241,,3.158,436.1,kepler
FALSE POSITIVE,8.3606759,1.49,176.04,929.0,5771.0,1.068,0.984,,6.287,194.8,kepler
CONFIRMED,62.1385979,5.14,17.88,524.0,5123.0,1.621,0.941,,4.2938,886.3,kepler
CANDIDATE,17.1181036,1.22,43.25,654.0,5576.0,0.929,1.031,,1.29,167.7,kepler
CANDIDATE,8.29482811,2.76,139.38,876.0,5773.0,0.939,0.967,,2.7437,559.5,kepler
FALSE POSITIVE,26.635216,27.64,19.45,536.0,5215.0,0.882,0.808,,5.949,1492.8,kepler
CONFIRMED,17.84850835,3.29,146.82,888.0,6188.0,1.465,1.111,,5.8919,391.2,kepler
CONFIRMED,26.1363443,2.8,88.29,782.0,6188.0,1.465,1.111,,6.613,362.2,kepler
CONFIRMED,11.1895709,1.81,273.37,1037.0,6188.0,1.465,1.111,,5.3,143.3,kepler
CONFIRMED,2.757977384,1.69,744.97,1332.0,5919.0,1.0,0.994,,2.1489,211.0,kepler
CONFIRMED,3.126861192,5.12,886.72,1391.0,4854.0,1.749,0.97,,1.1926,794.6,kepler
CONFIRMED,16.87725775,2.54,40.09,642.0,5497.0,0.872,0.901,,3.7917,818.4,kepler
CONFIRMED,12.05705659,1.96,53.26,689.0,5365.0,0.834,0.873,,2.3462,523.9,kepler
CONFIRMED,28.26727385,2.93,16.84,517.0,5132.0,0.886,0.82,,4.5839,1160.2,kepler
CONFIRMED,3.770590654,2.13,619.65,1272.0,5714.0,1.208,0.999,,2.029,314.4,kepler
CONFIRMED,2.7073064,1.36,2012.12,1709.0,6045.0,1.629,1.133,,3.4378,69.5,kepler
CANDIDATE,4.77502117,1.73,174.23,926.0,5275.0,0.796,0.739,,1.7087,451.4,kepler
CONFIRMED,66.4159789,3.44,4.71,376.0,5383.0,0.759,0.851,,7.061,2053.2,kepler
CONFIRMED,8.0103929,1.88,184.38,940.0,5616.0,1.111,0.957,,4.2713,294.1,kepler
CONFIRMED,27.6666375,2.04,35.27,622.0,5616.0,1.111,0.957,,6.315,324.0,kepler
CONFIRMED,5.19559398,1.18,327.78,1085.0,5616.0,1.111,0.957,,3.748,116.0,kepler
CONFIRMED,57.2488518,3.19,8.17,431.0,5642.0,0.846,0.91,,6.083,1455.6,kepler
CONFIRMED,37.0551726,3.19,14.59,498.0,5642.0,0.846,0.91,,5.439,1028.8,kepler
CONFIRMED,16.33269981,1.61,28.76,591.0,5208.0,0.772,0.796,,2.174,300.4,kepler
CONFIRMED,10.05550267,0.92,54.96,694.0,5208.0,0.772,0.796,,2.951,147.7,kepler
CONFIRMED,9.30413878,1.67,27.35,583.0,4458.0,0.658,0.645,,1.9254,637.3,kepler
CONFIRMED,4.33722007,1.63,231.86,996.0,5390.0,0.876,0.883,,2.4973,358.5,kepler
CONFIRMED,1.653889476,0.97,838.03,1373.0,5390.0,0.876,0.883,,1.7242,124.4,kepler
CONFIRMED,3.553831111,1.62,658.37,1292.0,6015.0,1.081,0.998,,3.1029,191.8,kepler
CONFIRMED,1.6783263,1.57,1797.15,1659.0,6015.0,1.081,0.998,,2.5123,146.3,kepler
CONFIRMED,5.65378163,1.82,256.14,1020.0,5988.0,0.934,1.021,,1.9483,366.8,kepler
CONFIRMED,5.99185827,2.75,796.76,1355.0,6157.0,1.695,1.173,,1.7215,186.3,kepler
CONFIRMED,14.30517579,3.05,54.59,693.0,5741.0,0.846,0.938,,4.535,863.4,kepler
CONFIRMED,9.18189122,2.17,98.61,804.0,5741.0,0.846,0.938,,4.343,363.6,kepler
CANDIDATE,2.64622742,0.99,324.38,1082.0,5167.0,0.787,0.812,,1.407,155.5,kepler
CONFIRMED,2.935362067,3.15,258.48,1022.0,4922.0,0.823,0.79,,1.5043,1052.6,kepler
CONFIRMED,22.7082375,1.72,49.67,677.0,6170.0,0.992,1.063,,3.503,298.8,kepler
CONFIRMED,7.97033985,1.81,116.77,839.0,5774.0,0.818,0.907,,2.6675,490.8,kepler
CONFIRMED,8.49640437,2.14,57.43,702.0,5093.0,0.709,0.707,,2.2128,834.0,kepler
CONFIRMED,66.1843646,2.72,8.57,436.0,5640.0,0.978,0.977,,5.155,560.5,kepler
CONFIRMED,2.032318856,1.12,247.21,1011.0,4670.0,0.682,0.761,,1.1596,287.5,kepler
CONFIRMED,3.62275506,1.62,683.84,1304.0,5794.0,1.216,1.032,,2.7868,180.6,kepler
CONFIRMED,2.892216772,1.31,93.66,794.0,4229.0,0.615,0.625,,1.3596,360.5,kepler
CONFIRMED,2.543063763,1.26,716.3,1319.0,5579.0,1.029,0.945,,2.8473,152.0,kepler
CONFIRMED,3.177414601,2.65,233.26,997.0,5303.0,0.708,0.785,,1.5262,1134.3,kepler
CONFIRMED,2.168451063,2.41,1389.18,1558.0,6153.0,1.109,1.077,,1.458,466.9,kepler
CONFIRMED,37.8154157,1.21,6.09,401.0,4856.0,0.705,0.79,,4.662,286.4,kepler
CONFIRMED,53.5783052,1.16,3.82,357.0,4856.0,0.705,0.79,,5.194,224.9,kepler
CANDIDATE,6.69332825,2.44,32.54,609.0,4245.0,0.637,0.649,,2.311,781.8,kepler
CONFIRMED,33.1362861,2.05,3.86,357.0,4245.0,0.637,0.649,,4.163,825.2,kepler
CONFIRMED,7.72513619,1.71,26.91,581.0,4245.0,0.637,0.649,,2.042,382.2,kepler
CONFIRMED,10.71253475,2.02,13.09,485.0,4175.0,0.544,0.561,,2.7186,1198.6,kepler
CONFIRMED,32.5635249,2.05,13.63,490.0,5225.0,0.859,0.861,,5.418,578.3,kepler
CONFIRMED,12.19140405,2.46,80.01,763.0,5516.0,0.967,0.856,,1.8832,665.8,kepler
CONFIRMED,6.11784972,1.05,509.24,1211.0,6226.0,1.333,1.143,,3.458,60.5,kepler
CONFIRMED,3.97599629,1.11,181.47,936.0,5143.0,0.778,0.803,,2.2029,206.0,kepler
CONFIRMED,7.68478504,1.47,112.06,830.0,5344.0,0.907,0.884,,2.447,274.1,kepler
CONFIRMED,15.0447098,1.51,177.24,931.0,5798.0,1.525,0.899,,5.823,97.9,kepler
CANDIDATE,29.0726293,2.32,33.69,614.0,5799.0,1.042,0.928,,2.516,439.6,kepler
CONFIRMED,1.118547814,0.98,447.97,1174.0,4496.0,0.658,0.725,,1.5534,234.8,kepler
CONFIRMED,6.42199919,1.25,236.21,1000.0,5985.0,0.981,1.03,,2.6192,161.6,kepler
CONFIRMED,9.75374033,1.87,103.3,813.0,5806.0,0.899,0.996,,2.348,430.8,kepler
CONFIRMED,19.7919389,2.58,69.48,736.0,6285.0,1.039,1.084,,3.787,383.7,kepler
CONFIRMED,62.8917493,2.5,5.13,384.0,5052.0,0.855,0.805,,6.831,791.0,kepler
CONFIRMED,9.61375316,3.27,177.26,931.0,5997.0,1.11,1.037,,4.654,797.9,kepler
CANDIDATE,6.6254781,0.9,111.18,828.0,5211.0,0.832,0.799,,2.358,122.0,kepler
CONFIRMED,29.9685917,1.91,40.76,644.0,6249.0,1.076,1.13,,6.678,309.5,kepler
CONFIRMED,33.2407985,1.51,13.17,486.0,5382.0,0.827,0.928,,4.675,341.9,kepler
CONFIRMED,15.18727049,1.94,91.56,789.0,6136.0,1.005,0.956,,4.509,292.5,kepler
CONFIRMED,28.6853212,2.69,21.09,547.0,5726.0,0.838,0.93,,6.307,689.1,kepler
CONFIRMED,1.078389713,1.98,1817.38,1667.0,5325.0,0.985,0.857,,1.3394,300.5,kepler
CONFIRMED,5.03728033,1.55,720.22,1321.0,6387.0,1.381,1.306,,2.0619,76.3,kepler
CONFIRMED,3.289726319,1.37,367.18,1116.0,5463.0,0.91,0.937,,2.3274,234.9,kepler
CONFIRMED,7.18644594,2.19,129.48,860.0,5463.0,0.91,0.937,,1.4972,402.0,kepler
CONFIRMED,15.94248453,2.62,34.06,616.0,5376.0,0.806,0.897,,3.4894,1093.7,kepler
CONFIRMED,41.0081117,2.64,7.72,425.0,5303.0,0.708,0.785,,4.376,1004.5,kepler
CONFIRMED,11.55562042,2.11,57.75,703.0,5420.0,0.85,0.945,,1.6758,441.5,kepler
CONFIRMED,12.2885046,3.22,164.61,913.0,5109.0,1.671,0.929,,2.807,342.1,kepler
CONFIRMED,17.13263125,2.31,32.91,611.0,5477.0,0.794,0.876,,3.0555,850.2,kepler
CONFIRMED,19.0231361,2.04,41.5,647.0,5569.0,0.954,0.955,,3.431,401.6,kepler
CONFIRMED,4.57948235,1.35,276.82,1040.0,5569.0,0.954,0.955,,3.106,207.1,kepler
CONFIRMED,1.003931703,1.6,962.58,1419.0,4949.0,0.741,0.715,,1.4361,491.1,kepler
CONFIRMED,55.8224775,2.13,4.85,379.0,5162.0,0.736,0.817,,5.457,879.6,kepler
CONFIRMED,6.11010439,0.93,378.84,1125.0,6213.0,1.195,1.27,,2.314,59.7,kepler
CONFIRMED,4.286866229,4.14,517.66,1217.0,6228.0,1.049,1.107,,4.4726,1321.9,kepler
CONFIRMED,10.27380957,1.68,96.27,799.0,5806.0,0.899,0.996,,3.252,352.8,kepler
CONFIRMED,12.33087921,2.34,47.99,671.0,5376.0,0.806,0.897,,3.0664,872.2,kepler
CONFIRMED,4.421566535,2.19,66.94,729.0,4299.0,0.697,0.713,,2.1229,684.0,kepler
CONFIRMED,15.72585941,2.69,31.13,602.0,5332.0,0.755,0.824,,3.8284,1313.1,kepler
CONFIRMED,13.36019864,1.84,17.3,520.0,4500.0,0.688,0.768,,2.788,699.9,kepler
CANDIDATE,14.97974335,3.79,34.95,620.0,5062.0,0.853,0.803,,4.126,1211.8,kepler
CANDIDATE,6.7445683,0.86,220.68,983.0,6106.0,0.923,0.974,,3.813,86.6,kepler
CANDIDATE,33.35859852,4.44,10.46,459.0,5009.0,0.799,0.763,,2.286,1825.9,kepler
CONFIRMED,9.98970266,2.48,58.26,705.0,5265.0,0.81,0.91,,3.7,988.4,kepler
CONFIRMED,5.63252508,2.04,119.75,844.0,5216.0,0.804,0.896,,2.1448,634.4,kepler
CONFIRMED,14.17222858,2.39,137.33,873.0,5845.0,1.314,0.998,,2.6297,246.8,kepler
CONFIRMED,4.92031063,1.18,562.99,1242.0,5845.0,1.314,0.998,,4.046,81.0,kepler
CONFIRMED,13.82142084,2.2,23.15,560.0,4983.0,0.651,0.715,,3.985,765.2,kepler
FALSE POSITIVE,2.30367952,1.3,866.21,1384.0,6191.0,0.865,0.961,,3.0898,136.4,kepler
CONFIRMED,5.78387049,2.07,288.69,1051.0,6063.0,1.012,1.117,,1.3966,413.3,kepler
CONFIRMED,11.08507658,2.5,46.17,665.0,5080.0,0.793,0.792,,1.751,771.8,kepler
CONFIRMED,0.571038347,1.65,3069.59,1897.0,5132.0,0.886,0.82,,1.1267,242.1,kepler
CONFIRMED,8.77425786,1.75,83.63,771.0,5146.0,0.905,0.832,,2.2245,239.6,kepler
CONFIRMED,4.51005082,1.74,301.74,1063.0,5362.0,1.032,0.873,,2.1533,294.8,kepler
CONFIRMED,29.4557841,2.19,30.3,598.0,6036.0,0.949,1.018,,3.451,533.8,kepler
CONFIRMED,12.466004437,5.65,152.76,897.0,6038.0,1.191,0.995,,5.0066,2232.1,kepler
CONFIRMED,2.361724472,1.53,170.59,922.0,4478.0,0.651,0.637,,1.2167,587.0,kepler
CONFIRMED,34.7630543,1.75,22.23,554.0,5670.0,0.95,0.802,,4.309,293.7,kepler
CONFIRMED,20.0545282,2.63,76.97,755.0,6056.0,1.209,1.147,,7.173,305.4,kepler
CONFIRMED,3.17059731,1.69,321.28,1080.0,5431.0,0.843,0.945,,1.6686,325.4,kepler
CONFIRMED,27.0142622,2.0,49.65,677.0,5949.0,1.184,1.027,,5.385,287.6,kepler
CONFIRMED,12.50945798,1.54,138.54,875.0,5949.0,1.184,1.027,,3.479,155.3,kepler
CONFIRMED,26.0203329,4.53,49.09,675.0,5624.0,1.244,0.931,,4.965,1164.4,kepler
CONFIRMED,0.769854899,0.93,1756.8,1650.0,5173.0,0.822,0.874,,1.0243,109.6,kepler
CONFIRMED,6.89226333,2.13,422.14,1156.0,5862.0,1.463,1.097,,2.4921,214.4,kepler
CONFIRMED,8.07127043,1.53,126.94,856.0,5766.0,0.853,0.874,,2.393,318.2,kepler
CONFIRMED,11.01819178,2.64,117.97,840.0,6075.0,0.969,1.048,,4.635,545.7,kepler
CONFIRMED,30.9505927,1.51,7.91,428.0,4983.0,0.651,0.715,,5.394,301.4,kepler
CANDIDATE,6.3143447,1.34,247.53,1012.0,6075.0,0.969,1.048,,2.796,191.4,kepler
FALSE POSITIVE,3.979867514,26.5,446.89,1173.0,6032.0,0.973,1.055,,2.3607,907.6,kepler
CANDIDATE,42.3375799,1.45,2.21,311.0,4132.0,0.581,0.593,,4.924,354.8,kepler
CONFIRMED,23.3593589,2.98,51.68,684.0,6244.0,1.009,1.069,,5.389,570.1,kepler
CONFIRMED,9.69310837,2.12,32.4,609.0,4818.0,0.618,0.607,,2.734,1130.7,kepler
FALSE POSITIVE,24.2598301,25.42,21.13,547.0,5485.0,0.805,0.891,,3.897,1540.3,kepler
CONFIRMED,0.813166357,1.14,1945.44,1693.0,5237.0,0.887,0.907,,1.4122,173.5,kepler
CONFIRMED,10.86062378,2.09,356.24,1108.0,6455.0,1.496,1.087,,2.2874,189.6,kepler
CONFIRMED,24.08632177,2.78,14.78,500.0,4973.0,0.768,0.741,,2.236,1041.7,kepler
CANDIDATE,1.834277283,1.64,1068.36,1459.0,5751.0,0.958,0.962,,1.7499,286.5,kepler
FALSE POSITIVE,17.40208965,16.37,7.49,422.0,4098.0,0.615,0.634,,3.745,616.5,kepler
CONFIRMED,37.9456138,2.79,16.61,515.0,5861.0,0.865,0.957,,4.093,1032.9,kepler
CONFIRMED,24.1738244,2.21,29.69,595.0,5468.0,0.968,0.913,,3.056,532.6,kepler
CONFIRMED,5.186737262,2.4,129.37,860.0,5230.0,0.777,0.873,,0.8023,712.7,kepler
CONFIRMED,1.217000383,1.58,707.61,1314.0,4859.0,0.757,0.734,,1.3285,459.8,kepler
CONFIRMED,13.6823798,1.43,97.74,802.0,6102.0,1.026,1.099,,4.153,179.6,kepler
CANDIDATE,2.42088277,2.27,1615.12,1616.0,5583.0,1.53,1.017,,2.812,223.3,kepler
CONFIRMED,8.79618433,1.77,183.26,938.0,6142.0,1.046,1.143,,3.3781,286.3,kepler
CONFIRMED,14.36270451,2.31,167.88,918.0,6643.0,1.216,1.235,,4.564,349.4,kepler
CONFIRMED,69.8956789,3.04,8.99,442.0,5390.0,1.104,0.893,,5.276,548.4,kepler
CONFIRMED,2.344512589,0.97,1106.25,1471.0,5821.0,1.132,0.995,,1.4116,58.9,kepler
CONFIRMED,5.766165573,2.27,426.48,1159.0,6038.0,1.191,0.995,,3.8314,364.8,kepler
CONFIRMED,2.888904439,1.68,215.06,976.0,4895.0,0.759,0.817,,1.6043,402.2,kepler
CONFIRMED,17.14648756,3.64,102.24,811.0,5559.0,1.412,0.974,,4.2354,440.3,kepler
CONFIRMED,16.09227518,0.98,15.15,503.0,4657.0,0.67,0.748,,2.1072,128.5,kepler
CANDIDATE,38.103908,4.08,10.22,456.0,5250.0,0.771,0.721,,3.837,961.1,kepler
CONFIRMED,62.7843981,2.28,18.7,530.0,6053.0,1.26,1.098,,4.81,325.0,kepler
CONFIRMED,44.2993483,2.68,10.85,463.0,5316.0,0.915,0.878,,4.298,797.9,kepler
CONFIRMED,3.13877646,0.97,257.32,1022.0,5242.0,0.722,0.684,,1.6663,174.1,kepler
CONFIRMED,35.9682692,2.95,48.68,674.0,5883.0,1.529,1.205,,2.839,269.7,kepler
CONFIRMED,25.3690868,1.67,76.9,755.0,6126.0,1.406,1.212,,4.746,110.1,kepler
CONFIRMED,6.89213244,1.35,454.45,1177.0,6164.0,1.446,1.286,,1.725,82.0,kepler
CONFIRMED,42.3006282,2.54,22.94,558.0,5852.0,1.129,1.048,,4.372,507.9,kepler
CONFIRMED,14.97436238,1.28,37.53,631.0,5311.0,0.8,0.796,,2.4461,265.4,kepler
CONFIRMED,3.97076603,1.6,198.43,958.0,5178.0,0.778,0.732,,1.814,349.2,kepler
CONFIRMED,2.352273912,1.29,255.03,1019.0,4816.0,0.748,0.836,,1.7389,318.6,kepler
CONFIRMED,23.34036251,2.21,30.94,601.0,5530.0,0.892,0.773,,2.054,615.1,kepler
CANDIDATE,37.8034121,2.95,10.57,460.0,5329.0,0.819,0.912,,4.641,678.1,kepler
CONFIRMED,15.03366411,1.7,47.32,669.0,5523.0,0.891,0.972,,3.272,374.9,kepler
CANDIDATE,16.2908527,0.52,35.48,622.0,5425.0,0.797,0.822,,3.176,44.1,kepler
CONFIRMED,8.508333104,2.6,161.66,909.0,5767.0,1.03,0.963,,3.4559,646.5,kepler
CONFIRMED,12.94123564,1.7,94.29,795.0,6119.0,0.938,1.01,,4.636,328.8,kepler
CONFIRMED,5.349791,1.29,422.79,1156.0,6074.0,1.183,1.197,,4.279,88.8,kepler
CONFIRMED,5.26211833,1.95,436.61,1166.0,5587.0,1.309,0.963,,3.244,194.5,kepler
CONFIRMED,12.1628195,3.14,142.77,882.0,5587.0,1.309,0.963,,2.3161,306.3,kepler
CONFIRMED,41.6977582,2.26,13.45,488.0,5730.0,0.87,0.968,,5.513,684.8,kepler
CONFIRMED,4.79029482,1.01,183.02,938.0,5412.0,0.843,0.945,,2.7219,142.0,kepler
CONFIRMED,38.6715843,2.45,15.03,502.0,5432.0,0.913,0.801,,5.532,599.3,kepler
CONFIRMED,8.32651854,1.8,182.69,938.0,6057.0,1.0,1.024,,5.483,267.9,kepler
CONFIRMED,5.53533152,1.75,292.33,1054.0,5588.0,1.1,0.946,,2.793,260.6,kepler
CONFIRMED,16.7261969,1.56,66.83,729.0,5588.0,1.1,0.946,,2.708,194.9,kepler
CONFIRMED,21.58752788,2.18,73.42,747.0,6038.0,1.191,0.995,,4.4968,336.8,kepler
CONFIRMED,3.757294695,1.23,139.89,877.0,4901.0,0.716,0.807,,0.9269,273.3,kepler
CONFIRMED,3.2828024,1.79,1093.39,1467.0,5640.0,1.515,1.024,,3.2532,142.5,kepler
CONFIRMED,4.64495172,1.38,504.23,1209.0,6047.0,1.129,1.021,,3.366,147.4,kepler
CONFIRMED,16.48686712,27.45,78.99,760.0,6090.0,1.071,1.173,,1.431,987.9,kepler
CONFIRMED,2.685054445,1.46,395.08,1137.0,5266.0,0.829,0.765,,1.0473,252.7,kepler
CONFIRMED,16.8600805,1.71,80.9,765.0,6205.0,0.973,0.906,,5.557,273.4,kepler
CONFIRMED,1.54320541,1.23,2636.85,1827.0,5866.0,1.282,0.95,,2.5779,91.2,kepler
CONFIRMED,49.5004725,2.49,6.2,402.0,4954.0,0.828,0.791,,5.772,965.2,kepler
CONFIRMED,6.47539108,1.92,93.41,793.0,4954.0,0.828,0.791,,2.7048,530.6,kepler
CONFIRMED,16.85825609,2.51,26.05,576.0,4954.0,0.828,0.791,,2.0728,759.6,kepler
CONFIRMED,2.949029106,1.48,263.92,1027.0,4983.0,0.807,0.771,,2.0311,358.3,kepler
CONFIRMED,37.8658964,2.01,20.61,543.0,5757.0,1.017,1.016,,4.782,395.2,kepler
CONFIRMED,8.30865307,2.42,73.53,747.0,5022.0,0.849,0.804,,3.2747,836.1,kepler
