target_class,orbital_period,planetary_radius,insolation_flux,equilibrium_temp,stellar_temp,stellar_radius,stellar_mass,distance,transit_duration,transit_depth,data_source,earth_similarity_score,similarity_breakdown,earth_similarity_category
CANDIDATE,7.10397925,1.51,105.84,818.0,5488.0,0.789,0.877,,1.5398,370.5,kepler,51.79707600743232,"{'planetary_radius': 0.9587890349173167, 'insolation_flux': 0.06761429603865987, 'equilibrium_temp': 0, 'orbital_period': 0.8030036517082577, 'stellar_temp': 0.855, 'stellar_radius': 0.9526022083727474}",Moderate
CONFIRMED,4.5513988,1.13,159.65,907.0,5009.0,0.84,0.797,,2.457,188.7,kepler,48.42141999651097,"{'planetary_radius': 0.9877782367275751, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7807426281828499, 'stellar_temp': 0.6154999999999999, 'stellar_radius': 0.9651293225710444}",Moderate
FALSE POSITIVE,3.732261,1.09,369.47,1119.0,5762.0,0.867,0.859,,2.054,153.6,kepler,52.22696669187536,"{'planetary_radius': 0.9913822303758948, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.770821608280011, 'stellar_temp': 0.992, 'stellar_radius': 0.9714567395596809}",Moderate
CONFIRMED,3.03267135,0.6,468.31,1187.0,5640.0,0.921,0.962,,1.774,42.4,kepler,50.299658793046774,"{'planetary_radius': 0.948917437623401, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7604430907071575, 'stellar_temp': 0.931, 'stellar_radius': 0.9835409514546339}",Moderate
CONFIRMED,5.34182466,0.95,379.09,1125.0,5767.0,1.135,0.91,,3.577,70.5,kepler,52.55198008620674,"{'planetary_radius': 0.9948706705612449, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7887492620302755, 'stellar_temp': 0.9945, 'stellar_radius': 0.9746734698133268}",Moderate
CONFIRMED,2.131945045,1.66,955.16,1418.0,5845.0,1.013,1.102,,1.8061,269.4,kepler,50.55985730716518,"{'planetary_radius': 0.9493182397631548, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.742822633953708, 'stellar_temp': 0.9665, 'stellar_radius': 0.9974167549466908}",Moderate
CONFIRMED,5.77957133,1.5,30.22,598.0,4102.0,0.581,0.599,,2.5213,396.6,kepler,50.74495410179396,"{'planetary_radius': 0.9594534891891836, 'insolation_flux': 0.3182992086310813, 'equilibrium_temp': 0, 'orbital_period': 0.7926873732471652, 'stellar_temp': 0.16200000000000003, 'stellar_radius': 0.8913990955739548}",Moderate
CANDIDATE,6.77367892,1.33,324.84,1083.0,6392.0,1.072,1.116,,3.579,150.7,kepler,49.01116826253208,"{'planetary_radius': 0.9714821057766337, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.8006231151881673, 'stellar_temp': 0.6930000000000001, 'stellar_radius': 0.9860947874702779}",Moderate
CANDIDATE,5.22402436,0.58,185.16,941.0,5487.0,0.84,0.837,,2.608,48.1,kepler,49.61280808874314,"{'planetary_radius': 0.9455272824558327, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7876343002212932, 'stellar_temp': 0.8545, 'stellar_radius': 0.9651293225710444}",Moderate
CONFIRMED,11.6601667,2.08,114.36,834.0,5791.0,1.083,1.03,,5.882,181.0,kepler,52.23920272703608,"{'planetary_radius': 0.9267632106286774, 'insolation_flux': 0.0521297265091778, 'equilibrium_temp': 0, 'orbital_period': 0.8277798213465167, 'stellar_temp': 0.9935, 'stellar_radius': 0.9840530063962293}",Moderate
CONFIRMED,18.0161227,2.39,82.38,768.0,6245.0,1.065,1.049,,4.016,499.5,kepler,51.426774163926716,"{'planetary_radius': 0.912870663405658, 'insolation_flux': 0.11773146219841313, 'equilibrium_temp': 0, 'orbital_period': 0.8495342505958035, 'stellar_temp': 0.7665, 'stellar_radius': 0.9874050401677223}",Moderate
FALSE POSITIVE,6.80243431,2.6,151.72,895.0,5836.0,0.816,0.884,,3.817,249.1,kepler,49.648473983026655,"{'planetary_radius': 0.9044488554972564, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.8008349242126993, 'stellar_temp': 0.971, 'stellar_radius': 0.959331815196394}",Moderate
CONFIRMED,21.30181863,0.72,23.89,564.0,5437.0,0.781,0.829,,3.8763,87.3,kepler,59.7741130633178,"{'planetary_radius': 0.9671495933027964, 'insolation_flux': 0.3653080077324564, 'equilibrium_temp': 0, 'orbital_period': 0.8579105200064951, 'stellar_temp': 0.8295, 'stellar_radius': 0.9505639741715098}",Moderate
CONFIRMED,4.14789051,1.93,878.32,1389.0,6150.0,1.417,1.23,,3.829,137.6,kepler,48.57990695230841,"{'planetary_radius': 0.9342479997083206, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7761008921767336, 'stellar_temp': 0.8140000000000001, 'stellar_radius': 0.9302916078582913}",Moderate
CANDIDATE,15.92108138,3.14,40.88,645.0,5595.0,0.82,0.917,,1.5443,716.8,kepler,55.334206958717424,"{'planetary_radius': 0.8855777200079838, 'insolation_flux': 0.25787181082091015, 'equilibrium_temp': 0, 'orbital_period': 0.8433531026678984, 'stellar_temp': 0.9085, 'stellar_radius': 0.9603098122552324}",Moderate
CONFIRMED,19.0054098,28.47,78.19,758.0,6347.0,1.036,1.032,,1.843,542.4,kepler,43.799442148773046,"{'planetary_radius': 0.6651149098710054, 'insolation_flux': 0.12817164757271549, 'equilibrium_temp': 0, 'orbital_period': 0.8522070807162287, 'stellar_temp': 0.7155, 'stellar_radius': 0.9929265712325417}",Moderate
FALSE POSITIVE,1.96433113,1.33,1704.63,1638.0,6306.0,1.121,1.166,,2.381,139.1,kepler,48.777526901652216,"{'planetary_radius': 0.9714821057766337, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7387284872443225, 'stellar_temp': 0.736, 'stellar_radius': 0.9771557711819955}",Moderate
CONFIRMED,0.968527683,1.21,1867.0,1677.0,5580.0,0.886,0.989,,1.3672,114.6,kepler,50.350820460897985,"{'planetary_radius': 0.980937964039135, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7033719868100982, 'stellar_temp': 0.901, 'stellar_radius': 0.9757923343245888}",Moderate
CONFIRMED,0.664074145,1.19,1998.48,1703.0,5178.0,0.797,0.896,,1.0925,212.6,kepler,48.09626771733083,"{'planetary_radius': 0.9826046692876562, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.6845028238893068, 'stellar_temp': 0.7, 'stellar_radius': 0.9546198799616156}",Moderate
FALSE POSITIVE,11.7489907,1.01,363.51,1114.0,6440.0,1.655,1.204,,4.043,36.7,kepler,49.43794064281026,"{'planetary_radius': 0.9990049669146832, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.8281592644198792, 'stellar_temp': 0.669, 'stellar_radius': 0.8992397982341948}",Moderate
CONFIRMED,28.8431751,2.66,13.77,491.0,5151.0,0.785,0.758,,3.171,756.7,kepler,59.30613418138966,"{'planetary_radius': 0.9021673877206392, 'insolation_flux': 0.4755015374518873, 'equilibrium_temp': 0, 'orbital_period': 0.8730645674673028, 'stellar_temp': 0.6865, 'stellar_radius': 0.9515856877600543}",Moderate
FALSE POSITIVE,1.112207126,0.73,2467.09,1797.0,6046.0,0.972,1.053,,1.35,54.7,kepler,49.79035048707971,"{'planetary_radius': 0.96852892551603, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7102882196120507, 'stellar_temp': 0.866, 'stellar_radius': 0.9943201050956604}",Moderate
FALSE POSITIVE,1.303576682,1.51,1940.45,1694.0,6045.0,0.955,1.038,,1.021,245.5,kepler,49.564891973918954,"{'planetary_radius': 0.9587890349173167, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7182264864900855, 'stellar_temp': 0.8665, 'stellar_radius': 0.9907912122997187}",Moderate
FALSE POSITIVE,1.958577398,1.8,579.19,1252.0,5402.0,0.816,0.901,,2.388,453.0,kepler,48.53911725214148,"{'planetary_radius': 0.9412213335097881, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7385818170865871, 'stellar_temp': 0.812, 'stellar_radius': 0.959331815196394}",Moderate
CONFIRMED,5.19103699,1.92,462.91,1183.0,6321.0,1.125,1.207,,4.222,290.1,kepler,48.08341712221632,"{'planetary_radius': 0.9347674813960309, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7873175715991769, 'stellar_temp': 0.7284999999999999, 'stellar_radius': 0.9764433928687233}",Moderate
CONFIRMED,4.86638504,1.32,372.7,1121.0,5688.0,1.111,0.969,,2.296,143.8,kepler,51.45272893917156,"{'planetary_radius': 0.9722368263401721, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7840884659623888, 'stellar_temp': 0.955, 'stellar_radius': 0.9789478978685014}",Moderate
FALSE POSITIVE,4.79176993,0.81,143.74,883.0,5138.0,0.756,0.717,,4.52,116.6,kepler,48.88125134192944,"{'planetary_radius': 0.9789278968684347, 'insolation_flux': 0.00639877759194063, 'equilibrium_temp': 0, 'orbital_period': 0.783315889888049, 'stellar_temp': 0.6799999999999999, 'stellar_radius': 0.9440572194394792}",Moderate
CONFIRMED,25.1933989,1.95,16.34,513.0,5009.0,0.84,0.797,,4.62,481.2,kepler,58.67207802854868,"{'planetary_radius': 0.9332170627424344, 'insolation_flux': 0.44127678211362864, 'equilibrium_temp': 0, 'orbital_period': 0.8662999980579696, 'stellar_temp': 0.6154999999999999, 'stellar_radius': 0.9651293225710444}",Moderate
CANDIDATE,4.790912471,2.25,62.51,717.0,4359.0,0.676,0.665,,0.5134,360.7,kepler,47.23708384751309,"{'planetary_radius': 0.9189069783783671, 'insolation_flux': 0.1729346912112557, 'equilibrium_temp': 0, 'orbital_period': 0.7833069418819855, 'stellar_temp': 0.2905, 'stellar_radius': 0.9216875594121654}",Moderate
CONFIRMED,6.49441464,1.75,68.05,732.0,4769.0,0.742,0.724,,2.344,357.3,kepler,49.86171319025108,"{'planetary_radius': 0.9440384212064578, 'insolation_flux': 0.15595145418050504, 'equilibrium_temp': 0, 'orbital_period': 0.7985180235359481, 'stellar_temp': 0.49550000000000005, 'stellar_radius': 0.9403187928370487}",Moderate
CONFIRMED,28.4750006,2.64,13.5,489.0,4996.0,0.831,0.791,,4.718,763.8,kepler,58.70331157706349,"{'planetary_radius': 0.9029221082841775, 'insolation_flux': 0.47946206291112325, 'equilibrium_temp': 0, 'orbital_period': 0.8724222239886776, 'stellar_temp': 0.609, 'stellar_radius': 0.9629749031746622}",Moderate
CONFIRMED,14.7966306,0.98,138.25,874.0,6175.0,1.307,1.244,,5.613,56.1,kepler,51.4382479624222,"{'planetary_radius': 0.9979797292682481, 'insolation_flux': 0.01418727191951119, 'equilibrium_temp': 0, 'orbital_period': 0.8396908721029067, 'stellar_temp': 0.8015, 'stellar_radius': 0.946453113071583}",Moderate
CONFIRMED,11.25401871,2.42,147.13,888.0,5995.0,1.118,1.022,,4.759,433.4,kepler,49.45564487266147,"{'planetary_radius': 0.9116232459831405, 'insolation_flux': 0.0017366900580289002, 'equilibrium_temp': 0, 'orbital_period': 0.8260071616449445, 'stellar_temp': 0.8915, 'stellar_radius': 0.9776917250534185}",Moderate
CONFIRMED,9.18244299,1.24,289.74,1052.0,6194.0,1.314,1.098,,4.318,87.6,kepler,50.15994556084311,"{'planetary_radius': 0.9784888620383054, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.8158355619756367, 'stellar_temp': 0.792, 'stellar_radius': 0.9453848159875162}",Moderate
CONFIRMED,14.6134781,1.12,155.87,901.0,6194.0,1.314,1.098,,5.266,72.8,kepler,50.69761912890151,"{'planetary_radius': 0.9886671314692996, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.8390681104884937, 'stellar_temp': 0.792, 'stellar_radius': 0.9453848159875162}",Moderate
CONFIRMED,42.9923284,3.32,14.33,496.0,5593.0,0.945,0.918,,4.726,1120.1,kepler,61.036978910447814,"{'planetary_radius': 0.8800035217071603, 'insolation_flux': 0.4675289516319838, 'equilibrium_temp': 0, 'orbital_period': 0.8930219819921797, 'stellar_temp': 0.9075, 'stellar_radius': 0.9886859297023212}",High
CONFIRMED,6.88341278,2.63,321.63,1080.0,6139.0,1.193,1.19,,2.0674,487.4,kepler,48.13184357928028,"{'planetary_radius': 0.9033016153810327, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.8014266260965068, 'stellar_temp': 0.8195, 'stellar_radius': 0.9647057713768442}",Moderate
CONFIRMED,11.1726723,1.5,255.06,1019.0,5616.0,1.674,1.032,,6.106,76.8,kepler,50.714833090043385,"{'planetary_radius': 0.9594534891891836, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.8256444386435166, 'stellar_temp': 0.919, 'stellar_radius': 0.8969568055865433}",Moderate
CONFIRMED,2.53573284,1.36,1842.18,1671.0,5616.0,1.674,1.032,,3.989,68.0,kepler,50.26728024538466,"{'planetary_radius': 0.9692515300252039, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7514950316695815, 'stellar_temp': 0.919, 'stellar_radius': 0.8969568055865433}",Moderate
CONFIRMED,6.79164656,1.01,230.81,994.0,5772.0,1.003,0.824,,3.343,102.6,kepler,52.944709178127106,"{'planetary_radius': 0.9990049669146832, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.8007555679666414, 'stellar_temp': 0.997, 'stellar_radius': 0.9994008982040403}",Moderate
CONFIRMED,11.8376933,1.0,110.03,826.0,5772.0,1.003,0.824,,3.381,92.9,kepler,54.74859258021585,"{'planetary_radius': 1, 'insolation_flux': 0.05984938882363566, 'equilibrium_temp': 0, 'orbital_period': 0.828535336860476, 'stellar_temp': 0.997, 'stellar_radius': 0.9994008982040403}",Moderate
CONFIRMED,18.5525162,2.53,33.14,612.0,5569.0,0.829,0.928,,4.385,771.5,kepler,56.989113594657105,"{'planetary_radius': 0.9071780697260571, 'insolation_flux': 0.29985179760031655, 'equilibrium_temp': 0, 'orbital_period': 0.8510011686714322, 'stellar_temp': 0.8955, 'stellar_radius': 0.9624929752306316}",Moderate
CANDIDATE,47.3659328,11.97,12.62,481.0,5708.0,0.902,0.902,,7.929,757.0,kepler,58.401894997990276,"{'planetary_radius': 0.7517596480430118, 'insolation_flux': 0.4929434285773866, 'equilibrium_temp': 0, 'orbital_period': 0.8978660601184774, 'stellar_temp': 0.965, 'stellar_radius': 0.9793718482160974}",Moderate
CONFIRMED,13.3669309,0.27,43.71,656.0,5417.0,0.772,0.803,,3.733,12.2,kepler,53.46644564816425,"{'planetary_radius': 0.8690666680016238, 'insolation_flux': 0.24448461822495537, 'equilibrium_temp': 0, 'orbital_period': 0.834610088144901, 'stellar_temp': 0.8195, 'stellar_radius': 0.9482458542085278}",Moderate
CONFIRMED,4.86634094,1.94,142.39,881.0,4996.0,0.831,0.791,,1.885,366.7,kepler,46.96484186620232,"{'planetary_radius': 0.9337312026924763, 'insolation_flux': 0.008286045641419326, 'equilibrium_temp': 0, 'orbital_period': 0.7840880128519232, 'stellar_temp': 0.609, 'stellar_radius': 0.9629749031746622}",Moderate
CONFIRMED,5.60402307,1.25,84.65,774.0,4847.0,0.737,0.756,,1.0273,224.9,kepler,50.08922776363776,"{'planetary_radius': 0.977685644868579, 'insolation_flux': 0.11229497828417112, 'equilibrium_temp': 0, 'orbital_period': 0.7911451347268916, 'stellar_temp': 0.5345, 'stellar_radius': 0.9389665226414399}",Moderate
CONFIRMED,13.0313583,2.88,84.94,774.0,5514.0,1.071,0.926,,4.521,573.3,kepler,51.56169899122774,"{'planetary_radius': 0.8942209705852145, 'insolation_flux': 0.11161097502297501, 'equilibrium_temp': 0, 'orbital_period': 0.8333388289562549, 'stellar_temp': 0.868, 'stellar_radius': 0.9862814417068777}",Moderate
CONFIRMED,40.9905002,2.41,36.5,627.0,5842.0,1.41,1.072,,7.336,297.3,kepler,57.617347893553664,"{'planetary_radius': 0.9120373252497437, 'insolation_flux': 0.2805375478823108, 'equilibrium_temp': 0, 'orbital_period': 0.8906379143393659, 'stellar_temp': 0.968, 'stellar_radius': 0.9312820591219846}",Moderate
CONFIRMED,57.2932309,1.95,3.76,355.0,4806.0,0.729,0.709,,4.878,773.6,kepler,65.27213576415606,"{'planetary_radius': 0.9332170627424344, 'insolation_flux': 0.7351162085196394, 'equilibrium_temp': 0, 'orbital_period': 0.9073800215865508, 'stellar_temp': 0.514, 'stellar_radius': 0.9367836906053042}",High
CONFIRMED,8.00504749,1.52,271.68,1035.0,6398.0,1.101,1.141,,3.32,187.5,kepler,48.63739525185611,"{'planetary_radius': 0.9581289665141814, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.8089745114171216, 'stellar_temp': 0.69, 'stellar_radius': 0.9807562284518914}",Moderate
CONFIRMED,12.13070414,1.61,155.85,901.0,6398.0,1.101,1.141,,3.843,211.2,kepler,48.67265746532258,"{'planetary_radius': 0.9523765821003628, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.8297578860052242, 'stellar_temp': 0.69, 'stellar_radius': 0.9807562284518914}",Moderate
CONFIRMED,5.61357653,1.41,435.61,1165.0,6398.0,1.101,1.141,,2.905,162.3,kepler,48.68531502578853,"{'planetary_radius': 0.9656410295609923, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7912302996699311, 'stellar_temp': 0.69, 'stellar_radius': 0.9807562284518914}",Moderate
CANDIDATE,29.2254372,1.35,33.69,614.0,6049.0,1.008,1.069,,5.293,174.1,kepler,58.88794147411256,"{'planetary_radius': 0.9699895407549661, 'insolation_flux': 0.2965597885163077, 'equilibrium_temp': 0, 'orbital_period': 0.8737228708205061, 'stellar_temp': 0.8645, 'stellar_radius': 0.9984063660701646}",Moderate
FALSE POSITIVE,1.33255087,1.19,2107.29,1728.0,5774.0,1.054,0.903,,3.565,123.3,kepler,51.59880412953981,"{'planetary_radius': 0.9826046692876562, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.719325650102929, 'stellar_temp': 0.998, 'stellar_radius': 0.9894815099761659}",Moderate
FALSE POSITIVE,40.8792243,1.62,8.59,437.0,5383.0,0.72,0.769,,7.005,413.6,kepler,64.40124376533211,"{'planetary_radius': 0.9517573850755707, 'insolation_flux': 0.5698802528007672, 'equilibrium_temp': 0, 'orbital_period': 0.8905019960017844, 'stellar_temp': 0.8025, 'stellar_radius': 0.9342991866055927}",High
CONFIRMED,18.8262877,2.34,28.85,591.0,5215.0,0.845,0.787,,2.344,795.8,kepler,56.172914657712745,"{'planetary_radius': 0.914984907063039, 'insolation_flux': 0.32757800140917825, 'equilibrium_temp': 0, 'orbital_period': 0.851733606221709, 'stellar_temp': 0.7185, 'stellar_radius': 0.9663162696750074}",Moderate
CANDIDATE,13.9034057,1.55,41.08,646.0,5261.0,0.819,0.817,,3.408,261.4,kepler,55.68873297371728,"{'planetary_radius': 0.9561745069068844, 'insolation_flux': 0.2568957229879285, 'equilibrium_temp': 0, 'orbital_period': 0.8365775886941602, 'stellar_temp': 0.7415, 'stellar_radius': 0.9600657609741865}",Moderate
CONFIRMED,3.41045981,1.06,149.88,892.0,4983.0,0.651,0.715,,2.866,136.2,kepler,48.084080175462766,"{'planetary_radius': 0.9941731091876024, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7663132536608264, 'stellar_temp': 0.6025, 'stellar_radius': 0.9141508726452865}",Moderate
CONFIRMED,4.76702759,1.19,282.97,1046.0,5629.0,0.937,0.864,,2.013,163.4,kepler,51.49863853852712,"{'planetary_radius': 0.9826046692876562, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7830570456641142, 'stellar_temp': 0.9255, 'stellar_radius': 0.9869856006512571}",Moderate
CONFIRMED,13.62801048,3.28,39.48,639.0,5052.0,0.855,0.805,,3.5374,912.8,kepler,52.626617459026356,"{'planetary_radius': 0.8812156577603948, 'insolation_flux': 0.2648411570869438, 'equilibrium_temp': 0, 'orbital_period': 0.8355772609086303, 'stellar_temp': 0.637, 'stellar_radius': 0.9686692379909246}",Moderate
CANDIDATE,53.3580444,3.41,11.94,474.0,5481.0,1.036,0.915,,6.812,736.1,kepler,61.438246793018926,"{'planetary_radius': 0.8773287708704575, 'insolation_flux': 0.5040211784071088, 'equilibrium_temp': 0, 'orbital_period': 0.9038221350564775, 'stellar_temp': 0.8515, 'stellar_radius': 0.9929265712325417}",High
CONFIRMED,16.83203175,1.86,53.44,690.0,5518.0,1.008,0.932,,4.031,326.0,kepler,55.3988555571389,"{'planetary_radius': 0.937942351227489, 'insolation_flux': 0.20428809415432192, 'equilibrium_temp': 0, 'orbital_period': 0.8461350836105367, 'stellar_temp': 0.87, 'stellar_radius': 0.9984063660701646}",Moderate
FALSE POSITIVE,13.37499553,2.01,57.85,703.0,5263.0,0.961,0.852,,1.639,458.1,kepler,53.347950149549575,"{'planetary_radius': 0.9301865277929016, 'insolation_flux': 0.18842930927206292, 'equilibrium_temp': 0, 'orbital_period': 0.8346402453972799, 'stellar_temp': 0.7424999999999999, 'stellar_radius': 0.9920438259976311}",Moderate
FALSE POSITIVE,4.35370136,1.33,456.83,1179.0,5992.0,0.985,0.852,,1.913,168.9,kepler,50.8445716955023,"{'planetary_radius': 0.9714821057766337, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7785222160013339, 'stellar_temp': 0.893, 'stellar_radius': 0.9969772724379904}",Moderate
CONFIRMED,1.385787741,0.55,245.15,1008.0,4239.0,0.6,0.611,,1.6449,85.4,kepler,42.21350672066083,"{'planetary_radius': 0.940216299924438, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.721284334669368, 'stellar_temp': 0.23050000000000004, 'stellar_radius': 0.8978348752468018}",Moderate
CONFIRMED,12.02295362,3.28,85.78,776.0,5982.0,0.879,0.967,,1.2667,778.6,kepler,51.32168774294534,"{'planetary_radius': 0.8812156577603948, 'insolation_flux': 0.10964282418225313, 'equilibrium_temp': 0, 'orbital_period': 0.8293117786874133, 'stellar_temp': 0.898, 'stellar_radius': 0.974205923740608}",Moderate
